TIME,GEO,AIRPOL,SRC_CRF,Value
2010,Sweden,Hydrofluorocarbones (CO2 equivalent),"All sectors and indirect CO2 (excluding LULUCF and memo items, including international aviation)","1,135.92"
2010,Sweden,Hydrofluorocarbones (CO2 equivalent),All sectors (excluding memo items),"1,135.92"
2010,Sweden,Hydrofluorocarbones (CO2 equivalent),All sectors (excluding LULUCF and memo items),"1,135.92"
2010,Sweden,Hydrofluorocarbones (CO2 equivalent),"All sectors (excluding LULUCF and memo items, including international aviation)","1,135.92"
2010,Sweden,Hydrofluorocarbones (CO2 equivalent),Energy,:
2010,Sweden,Hydrofluorocarbones (CO2 equivalent),Industrial processes and product use,"1,135.92"
2010,Sweden,Hydrofluorocarbones (CO2 equivalent),Agriculture,:
2010,Sweden,Hydrofluorocarbones (CO2 equivalent),"Land use, land use change, and forestry (LULUCF)",:
2010,Sweden,Hydrofluorocarbones (CO2 equivalent),Waste management,:
2010,Sweden,Hydrofluorocarbones (CO2 equivalent),Other sectors,:
2010,Sweden,Perfluorocarbones (CO2 equivalent),All sectors and indirect CO2 (excluding memo items),187.79
2010,Sweden,Perfluorocarbones (CO2 equivalent),All sectors and indirect CO2 (excluding LULUCF and memo items),187.79
2010,Sweden,Perfluorocarbones (CO2 equivalent),"All sectors and indirect CO2 (excluding LULUCF and memo items, including international aviation)",187.79
2010,Sweden,Perfluorocarbones (CO2 equivalent),All sectors (excluding memo items),187.79
2010,Sweden,Perfluorocarbones (CO2 equivalent),All sectors (excluding LULUCF and memo items),187.79
2010,Sweden,Perfluorocarbones (CO2 equivalent),"All sectors (excluding LULUCF and memo items, including international aviation)",187.79
2010,Sweden,Perfluorocarbones (CO2 equivalent),Energy,:
2010,Sweden,Perfluorocarbones (CO2 equivalent),Industrial processes and product use,187.79
2010,Sweden,Perfluorocarbones (CO2 equivalent),Agriculture,:
2010,Sweden,Perfluorocarbones (CO2 equivalent),"Land use, land use change, and forestry (LULUCF)",:
2010,Sweden,Perfluorocarbones (CO2 equivalent),Waste management,:
2010,Sweden,Perfluorocarbones (CO2 equivalent),Other sectors,:
2010,Sweden,Hydrofluorocarbones and perfluorocarbones - not specified mix (CO2 equivalent),All sectors and indirect CO2 (excluding memo items),:
2010,Sweden,Hydrofluorocarbones and perfluorocarbones - not specified mix (CO2 equivalent),All sectors and indirect CO2 (excluding LULUCF and memo items),:
2010,Sweden,Hydrofluorocarbones and perfluorocarbones - not specified mix (CO2 equivalent),"All sectors and indirect CO2 (excluding LULUCF and memo items, including international aviation)",:
2010,Sweden,Hydrofluorocarbones and perfluorocarbones - not specified mix (CO2 equivalent),All sectors (excluding memo items),:
2010,Sweden,Hydrofluorocarbones and perfluorocarbones - not specified mix (CO2 equivalent),All sectors (excluding LULUCF and memo items),:
2010,Sweden,Hydrofluorocarbones and perfluorocarbones - not specified mix (CO2 equivalent),"All sectors (excluding LULUCF and memo items, including international aviation)",:
2010,Sweden,Hydrofluorocarbones and perfluorocarbones - not specified mix (CO2 equivalent),Energy,:
2010,Sweden,Hydrofluorocarbones and perfluorocarbones - not specified mix (CO2 equivalent),Industrial processes and product use,:
2010,Sweden,Hydrofluorocarbones and perfluorocarbones - not specified mix (CO2 equivalent),Agriculture,:
2010,Sweden,Hydrofluorocarbones and perfluorocarbones - not specified mix (CO2 equivalent),"Land use, land use change, and forestry (LULUCF)",:
2010,Sweden,Hydrofluorocarbones and perfluorocarbones - not specified mix (CO2 equivalent),Waste management,:
2010,Sweden,Hydrofluorocarbones and perfluorocarbones - not specified mix (CO2 equivalent),Other sectors,:
2010,Sweden,Sulphur hexafluoride (CO2 equivalent),All sectors and indirect CO2 (excluding memo items),63.46
2010,Sweden,Sulphur hexafluoride (CO2 equivalent),All sectors and indirect CO2 (excluding LULUCF and memo items),63.46
2010,Sweden,Sulphur hexafluoride (CO2 equivalent),"All sectors and indirect CO2 (excluding LULUCF and memo items, including international aviation)",63.46
2010,Sweden,Sulphur hexafluoride (CO2 equivalent),All sectors (excluding memo items),63.46
2010,Sweden,Sulphur hexafluoride (CO2 equivalent),All sectors (excluding LULUCF and memo items),63.46
2010,Sweden,Sulphur hexafluoride (CO2 equivalent),"All sectors (excluding LULUCF and memo items, including international aviation)",63.46
2010,Sweden,Sulphur hexafluoride (CO2 equivalent),Energy,:
2010,Sweden,Sulphur hexafluoride (CO2 equivalent),Industrial processes and product use,63.46
2010,Sweden,Sulphur hexafluoride (CO2 equivalent),Agriculture,:
2010,Sweden,Sulphur hexafluoride (CO2 equivalent),"Land use, land use change, and forestry (LULUCF)",:
2010,Sweden,Sulphur hexafluoride (CO2 equivalent),Waste management,:
2010,Sweden,Sulphur hexafluoride (CO2 equivalent),Other sectors,:
2010,Sweden,Nitrogen trifluoride (CO2 equivalent),All sectors and indirect CO2 (excluding memo items),:
2010,Sweden,Nitrogen trifluoride (CO2 equivalent),All sectors and indirect CO2 (excluding LULUCF and memo items),:
2010,Sweden,Nitrogen trifluoride (CO2 equivalent),"All sectors and indirect CO2 (excluding LULUCF and memo items, including international aviation)",:
2010,Sweden,Nitrogen trifluoride (CO2 equivalent),All sectors (excluding memo items),:
2010,Sweden,Nitrogen trifluoride (CO2 equivalent),All sectors (excluding LULUCF and memo items),:
2010,Sweden,Nitrogen trifluoride (CO2 equivalent),"All sectors (excluding LULUCF and memo items, including international aviation)",:
2010,Sweden,Nitrogen trifluoride (CO2 equivalent),Energy,:
2010,Sweden,Nitrogen trifluoride (CO2 equivalent),Industrial processes and product use,:
2010,Sweden,Nitrogen trifluoride (CO2 equivalent),Agriculture,:
2010,Sweden,Nitrogen trifluoride (CO2 equivalent),"Land use, land use change, and forestry (LULUCF)",:
2010,Sweden,Nitrogen trifluoride (CO2 equivalent),Waste management,:
2010,Sweden,Nitrogen trifluoride (CO2 equivalent),Other sectors,:
2010,United Kingdom,Carbon dioxide,All sectors and indirect CO2 (excluding memo items),"498,690.38"
2010,United Kingdom,Carbon dioxide,All sectors and indirect CO2 (excluding LULUCF and memo items),"509,403.55"
2010,United Kingdom,Carbon dioxide,"All sectors and indirect CO2 (excluding LULUCF and memo items, including international aviation)","540,891.54"
2010,United Kingdom,Carbon dioxide,All sectors (excluding memo items),"498,690.38"
2010,United Kingdom,Carbon dioxide,All sectors (excluding LULUCF and memo items),"509,403.55"
2010,United Kingdom,Carbon dioxide,"All sectors (excluding LULUCF and memo items, including international aviation)","540,891.54"
2010,United Kingdom,Carbon dioxide,Energy,"491,795.4"
2010,United Kingdom,Carbon dioxide,Industrial processes and product use,"15,892.4"
2010,United Kingdom,Carbon dioxide,Agriculture,"1,444.99"
2010,United Kingdom,Carbon dioxide,"Land use, land use change, and forestry (LULUCF)","-10,713.17"
2010,United Kingdom,Carbon dioxide,Waste management,270.76
2010,United Kingdom,Carbon dioxide,Other sectors,0
2010,United Kingdom,Methane,All sectors and indirect CO2 (excluding memo items),"2,554.25"
2010,United Kingdom,Methane,All sectors and indirect CO2 (excluding LULUCF and memo items),"2,552.85"
2010,United Kingdom,Methane,"All sectors and indirect CO2 (excluding LULUCF and memo items, including international aviation)","2,552.96"
2010,United Kingdom,Methane,All sectors (excluding memo items),"2,554.25"
2010,United Kingdom,Methane,All sectors (excluding LULUCF and memo items),"2,552.85"
2010,United Kingdom,Methane,"All sectors (excluding LULUCF and memo items, including international aviation)","2,552.96"
2010,United Kingdom,Methane,Energy,410.07
2010,United Kingdom,Methane,Industrial processes and product use,4.83
2010,United Kingdom,Methane,Agriculture,"1,006.95"
2010,United Kingdom,Methane,"Land use, land use change, and forestry (LULUCF)",1.4
2010,United Kingdom,Methane,Waste management,1.131
2010,United Kingdom,Methane,Other sectors,0
2010,United Kingdom,Methane (CO2 equivalent),All sectors and indirect CO2 (excluding memo items),"63,856.15"
2010,United Kingdom,Methane (CO2 equivalent),All sectors and indirect CO2 (excluding LULUCF and memo items),"63,821.24"
2010,United Kingdom,Methane (CO2 equivalent),"All sectors and indirect CO2 (excluding LULUCF and memo items, including international aviation)","63,823.91"
2010,United Kingdom,Methane (CO2 equivalent),All sectors (excluding memo items),"63,856.15"
2010,United Kingdom,Methane (CO2 equivalent),All sectors (excluding LULUCF and memo items),"63,821.24"
2010,United Kingdom,Methane (CO2 equivalent),"All sectors (excluding LULUCF and memo items, including international aviation)","63,823.91"
2010,United Kingdom,Methane (CO2 equivalent),Energy,"10,251.77"
2010,United Kingdom,Methane (CO2 equivalent),Industrial processes and product use,120.65
2010,United Kingdom,Methane (CO2 equivalent),Agriculture,"25,173.72"
2010,United Kingdom,Methane (CO2 equivalent),"Land use, land use change, and forestry (LULUCF)",34.91
2010,United Kingdom,Methane (CO2 equivalent),Waste management,"28,275.11"
2010,United Kingdom,Methane (CO2 equivalent),Other sectors,0
2010,United Kingdom,Nitrous oxide,All sectors and indirect CO2 (excluding memo items),71.62
2010,United Kingdom,Nitrous oxide,All sectors and indirect CO2 (excluding LULUCF and memo items),66.37
2010,United Kingdom,Nitrous oxide,"All sectors and indirect CO2 (excluding LULUCF and memo items, including international aviation)",67.36
2010,United Kingdom,Nitrous oxide,All sectors (excluding memo items),71.62
2010,United Kingdom,Nitrous oxide,All sectors (excluding LULUCF and memo items),66.37
2010,United Kingdom,Nitrous oxide,"All sectors (excluding LULUCF and memo items, including international aviation)",67.36
2010,United Kingdom,Nitrous oxide,Energy,8.13
2010,United Kingdom,Nitrous oxide,Industrial processes and product use,7
2010,United Kingdom,Nitrous oxide,Agriculture,46.93
2010,United Kingdom,Nitrous oxide,"Land use, land use change, and forestry (LULUCF)",5.25
2010,United Kingdom,Nitrous oxide,Waste management,4.31
2010,United Kingdom,Nitrous oxide,Other sectors,0
2010,United Kingdom,Nitrous oxide (CO2 equivalent),All sectors and indirect CO2 (excluding memo items),"21,341.32"
2010,United Kingdom,Nitrous oxide (CO2 equivalent),All sectors and indirect CO2 (excluding LULUCF and memo items),"19,776.83"
2010,United Kingdom,Nitrous oxide (CO2 equivalent),"All sectors and indirect CO2 (excluding LULUCF and memo items, including international aviation)","20,074.75"
2010,United Kingdom,Nitrous oxide (CO2 equivalent),All sectors (excluding memo items),"21,341.32"
2010,United Kingdom,Nitrous oxide (CO2 equivalent),All sectors (excluding LULUCF and memo items),"19,776.83"
2010,United Kingdom,Nitrous oxide (CO2 equivalent),"All sectors (excluding LULUCF and memo items, including international aviation)","20,074.75"
2010,United Kingdom,Nitrous oxide (CO2 equivalent),Energy,"2,422.5"
2010,United Kingdom,Nitrous oxide (CO2 equivalent),Industrial processes and product use,"2,085.8"
2010,United Kingdom,Nitrous oxide (CO2 equivalent),Agriculture,"13,984.05"
2010,United Kingdom,Nitrous oxide (CO2 equivalent),"Land use, land use change, and forestry (LULUCF)","1,564.49"
2010,United Kingdom,Nitrous oxide (CO2 equivalent),Waste management,"1,284.47"
2010,United Kingdom,Nitrous oxide (CO2 equivalent),Other sectors,0
2010,United Kingdom,Hydrofluorocarbones (CO2 equivalent),All sectors and indirect CO2 (excluding memo items),"16,362.74"
2010,United Kingdom,Hydrofluorocarbones (CO2 equivalent),All sectors and indirect CO2 (excluding LULUCF and memo items),"16,362.74"
2010,United Kingdom,Hydrofluorocarbones (CO2 equivalent),"All sectors and indirect CO2 (excluding LULUCF and memo items, including international aviation)","16,362.74"
2010,United Kingdom,Hydrofluorocarbones (CO2 equivalent),All sectors (excluding memo items),"16,362.74"
2010,United Kingdom,Hydrofluorocarbones (CO2 equivalent),All sectors (excluding LULUCF and memo items),"16,362.74"
2010,United Kingdom,Hydrofluorocarbones (CO2 equivalent),"All sectors (excluding LULUCF and memo items, including international aviation)","16,362.74"
2010,United Kingdom,Hydrofluorocarbones (CO2 equivalent),Energy,:
2010,United Kingdom,Hydrofluorocarbones (CO2 equivalent),Industrial processes and product use,"16,362.74"
2010,United Kingdom,Hydrofluorocarbones (CO2 equivalent),Agriculture,:
2010,United Kingdom,Hydrofluorocarbones (CO2 equivalent),"Land use, land use change, and forestry (LULUCF)",:
2010,United Kingdom,Hydrofluorocarbones (CO2 equivalent),Waste management,:
2010,United Kingdom,Hydrofluorocarbones (CO2 equivalent),Other sectors,0
2010,United Kingdom,Perfluorocarbones (CO2 equivalent),All sectors and indirect CO2 (excluding memo items),287.71
2010,United Kingdom,Perfluorocarbones (CO2 equivalent),All sectors and indirect CO2 (excluding LULUCF and memo items),287.71
2010,United Kingdom,Perfluorocarbones (CO2 equivalent),"All sectors and indirect CO2 (excluding LULUCF and memo items, including international aviation)",287.71
2010,United Kingdom,Perfluorocarbones (CO2 equivalent),All sectors (excluding memo items),287.71
2010,United Kingdom,Perfluorocarbones (CO2 equivalent),All sectors (excluding LULUCF and memo items),287.71
2010,United Kingdom,Perfluorocarbones (CO2 equivalent),"All sectors (excluding LULUCF and memo items, including international aviation)",287.71
2010,United Kingdom,Perfluorocarbones (CO2 equivalent),Energy,:
2010,United Kingdom,Perfluorocarbones (CO2 equivalent),Industrial processes and product use,287.71
2010,United Kingdom,Perfluorocarbones (CO2 equivalent),Agriculture,:
2010,United Kingdom,Perfluorocarbones (CO2 equivalent),"Land use, land use change, and forestry (LULUCF)",:
2010,United Kingdom,Perfluorocarbones (CO2 equivalent),Waste management,:
2010,United Kingdom,Perfluorocarbones (CO2 equivalent),Other sectors,0
2010,United Kingdom,Hydrofluorocarbones and perfluorocarbones - not specified mix (CO2 equivalent),All sectors and indirect CO2 (excluding memo items),:
2010,United Kingdom,Hydrofluorocarbones and perfluorocarbones - not specified mix (CO2 equivalent),All sectors and indirect CO2 (excluding LULUCF and memo items),:
2010,United Kingdom,Hydrofluorocarbones and perfluorocarbones - not specified mix (CO2 equivalent),"All sectors and indirect CO2 (excluding LULUCF and memo items, including international aviation)",:
2010,United Kingdom,Hydrofluorocarbones and perfluorocarbones - not specified mix (CO2 equivalent),All sectors (excluding memo items),:
2010,United Kingdom,Hydrofluorocarbones and perfluorocarbones - not specified mix (CO2 equivalent),All sectors (excluding LULUCF and memo items),:
2010,United Kingdom,Hydrofluorocarbones and perfluorocarbones - not specified mix (CO2 equivalent),"All sectors (excluding LULUCF and memo items, including international aviation)",:
2010,United Kingdom,Hydrofluorocarbones and perfluorocarbones - not specified mix (CO2 equivalent),Energy,:
2010,United Kingdom,Hydrofluorocarbones and perfluorocarbones - not specified mix (CO2 equivalent),Industrial processes and product use,:
2010,United Kingdom,Hydrofluorocarbones and perfluorocarbones - not specified mix (CO2 equivalent),Agriculture,:
2010,United Kingdom,Hydrofluorocarbones and perfluorocarbones - not specified mix (CO2 equivalent),"Land use, land use change, and forestry (LULUCF)",:
2010,United Kingdom,Hydrofluorocarbones and perfluorocarbones - not specified mix (CO2 equivalent),Waste management,:
2010,United Kingdom,Hydrofluorocarbones and perfluorocarbones - not specified mix (CO2 equivalent),Other sectors,0
2010,United Kingdom,Sulphur hexafluoride (CO2 equivalent),All sectors and indirect CO2 (excluding memo items),702.59
2010,United Kingdom,Sulphur hexafluoride (CO2 equivalent),All sectors and indirect CO2 (excluding LULUCF and memo items),702.59
2010,United Kingdom,Sulphur hexafluoride (CO2 equivalent),"All sectors and indirect CO2 (excluding LULUCF and memo items, including international aviation)",702.59
2010,United Kingdom,Sulphur hexafluoride (CO2 equivalent),All sectors (excluding memo items),702.59
2010,United Kingdom,Sulphur hexafluoride (CO2 equivalent),All sectors (excluding LULUCF and memo items),702.59
2010,United Kingdom,Sulphur hexafluoride (CO2 equivalent),"All sectors (excluding LULUCF and memo items, including international aviation)",702.59
2010,United Kingdom,Sulphur hexafluoride (CO2 equivalent),Energy,:
2010,United Kingdom,Sulphur hexafluoride (CO2 equivalent),Industrial processes and product use,702.59
2010,United Kingdom,Sulphur hexafluoride (CO2 equivalent),Agriculture,:
2010,United Kingdom,Sulphur hexafluoride (CO2 equivalent),"Land use, land use change, and forestry (LULUCF)",:
2010,United Kingdom,Sulphur hexafluoride (CO2 equivalent),Waste management,:
2010,United Kingdom,Sulphur hexafluoride (CO2 equivalent),Other sectors,0
2010,United Kingdom,Nitrogen trifluoride (CO2 equivalent),All sectors and indirect CO2 (excluding memo items),0.27
2010,United Kingdom,Nitrogen trifluoride (CO2 equivalent),All sectors and indirect CO2 (excluding LULUCF and memo items),0.27
2010,United Kingdom,Nitrogen trifluoride (CO2 equivalent),"All sectors and indirect CO2 (excluding LULUCF and memo items, including international aviation)",0.27
2010,United Kingdom,Nitrogen trifluoride (CO2 equivalent),All sectors (excluding memo items),0.27
2010,United Kingdom,Nitrogen trifluoride (CO2 equivalent),All sectors (excluding LULUCF and memo items),0.27
2010,United Kingdom,Nitrogen trifluoride (CO2 equivalent),"All sectors (excluding LULUCF and memo items, including international aviation)",0.27
2010,United Kingdom,Nitrogen trifluoride (CO2 equivalent),Energy,:
2010,United Kingdom,Nitrogen trifluoride (CO2 equivalent),Industrial processes and product use,0.27
2010,United Kingdom,Nitrogen trifluoride (CO2 equivalent),Agriculture,:
2010,United Kingdom,Nitrogen trifluoride (CO2 equivalent),"Land use, land use change, and forestry (LULUCF)",:
2010,United Kingdom,Nitrogen trifluoride (CO2 equivalent),Waste management,:
2010,United Kingdom,Nitrogen trifluoride (CO2 equivalent),Other sectors,0
2010,Iceland,Carbon dioxide,All sectors and indirect CO2 (excluding memo items),"9,380.23"
2010,Iceland,Carbon dioxide,All sectors and indirect CO2 (excluding LULUCF and memo items),"3,620.94"
2010,Iceland,Carbon dioxide,"All sectors and indirect CO2 (excluding LULUCF and memo items, including international aviation)","3,997.83"
2010,Iceland,Carbon dioxide,All sectors (excluding memo items),"9,380.23"
2010,Iceland,Carbon dioxide,All sectors (excluding LULUCF and memo items),"3,620.94"
2010,Iceland,Carbon dioxide,"All sectors (excluding LULUCF and memo items, including international aviation)","3,997.83"
2010,Iceland,Carbon dioxide,Energy,"1,992.1"
2010,Iceland,Carbon dioxide,Industrial processes and product use,"1,622.81"
2010,Iceland,Carbon dioxide,Agriculture,0.13
2010,Iceland,Carbon dioxide,"Land use, land use change, and forestry (LULUCF)","5,759.29"
2010,Iceland,Carbon dioxide,Waste management,5.91
2010,Iceland,Carbon dioxide,Other sectors,0
2010,Iceland,Methane,All sectors and indirect CO2 (excluding memo items),171.41
2010,Iceland,Methane,All sectors and indirect CO2 (excluding LULUCF and memo items),25.29
2010,Iceland,Methane,"All sectors and indirect CO2 (excluding LULUCF and memo items, including international aviation)",25.3
2010,Iceland,Methane,All sectors (excluding memo items),171.41
2010,Iceland,Methane,All sectors (excluding LULUCF and memo items),25.29
2010,Iceland,Methane,"All sectors (excluding LULUCF and memo items, including international aviation)",25.3
2010,Iceland,Methane,Energy,0.38
2010,Iceland,Methane,Industrial processes and product use,0.1
2010,Iceland,Methane,Agriculture,13.72
2010,Iceland,Methane,"Land use, land use change, and forestry (LULUCF)",146.12
2010,Iceland,Methane,Waste management,11.08
2010,Iceland,Methane,Other sectors,0
2010,Iceland,Methane (CO2 equivalent),All sectors and indirect CO2 (excluding memo items),"4,285.33"
2010,Iceland,Methane (CO2 equivalent),All sectors and indirect CO2 (excluding LULUCF and memo items),632.35
2010,Iceland,Methane (CO2 equivalent),"All sectors and indirect CO2 (excluding LULUCF and memo items, including international aviation)",632.41
2010,Iceland,Methane (CO2 equivalent),All sectors (excluding memo items),"4,285.33"
2010,Iceland,Methane (CO2 equivalent),All sectors (excluding LULUCF and memo items),632.35
2010,Iceland,Methane (CO2 equivalent),"All sectors (excluding LULUCF and memo items, including international aviation)",632.41
2010,Iceland,Methane (CO2 equivalent),Energy,9.62
2010,Iceland,Methane (CO2 equivalent),Industrial processes and product use,2.59
2010,Iceland,Methane (CO2 equivalent),Agriculture,343.06
2010,Iceland,Methane (CO2 equivalent),"Land use, land use change, and forestry (LULUCF)","3,652.98"
2010,Iceland,Methane (CO2 equivalent),Waste management,277.08
2010,Iceland,Methane (CO2 equivalent),Other sectors,0
2010,Iceland,Nitrous oxide,All sectors and indirect CO2 (excluding memo items),1.1
2010,Iceland,Nitrous oxide,All sectors and indirect CO2 (excluding LULUCF and memo items),0.9
2010,Iceland,Nitrous oxide,"All sectors and indirect CO2 (excluding LULUCF and memo items, including international aviation)",0.91
2010,Iceland,Nitrous oxide,All sectors (excluding memo items),1.1
2010,Iceland,Nitrous oxide,All sectors (excluding LULUCF and memo items),0.9
2010,Iceland,Nitrous oxide,"All sectors (excluding LULUCF and memo items, including international aviation)",0.91
2010,Iceland,Nitrous oxide,Energy,0.19
2010,Iceland,Nitrous oxide,Industrial processes and product use,0.01
2010,Iceland,Nitrous oxide,Agriculture,0.68
2010,Iceland,Nitrous oxide,"Land use, land use change, and forestry (LULUCF)",0.2
2010,Iceland,Nitrous oxide,Waste management,0.03
2010,Iceland,Nitrous oxide,Other sectors,0
2010,Iceland,Nitrous oxide (CO2 equivalent),All sectors and indirect CO2 (excluding memo items),329.05
2010,Iceland,Nitrous oxide (CO2 equivalent),All sectors and indirect CO2 (excluding LULUCF and memo items),269.37
2010,Iceland,Nitrous oxide (CO2 equivalent),"All sectors and indirect CO2 (excluding LULUCF and memo items, including international aviation)",272.52
2010,Iceland,Nitrous oxide (CO2 equivalent),All sectors (excluding memo items),329.05
2010,Iceland,Nitrous oxide (CO2 equivalent),All sectors (excluding LULUCF and memo items),269.37
2010,Iceland,Nitrous oxide (CO2 equivalent),"All sectors (excluding LULUCF and memo items, including international aviation)",272.52
2010,Iceland,Nitrous oxide (CO2 equivalent),Energy,55.26
2010,Iceland,Nitrous oxide (CO2 equivalent),Industrial processes and product use,3.57
2010,Iceland,Nitrous oxide (CO2 equivalent),Agriculture,202.55
2010,Iceland,Nitrous oxide (CO2 equivalent),"Land use, land use change, and forestry (LULUCF)",59.67
2010,Iceland,Nitrous oxide (CO2 equivalent),Waste management,8
2010,Iceland,Nitrous oxide (CO2 equivalent),Other sectors,0
2010,Iceland,Hydrofluorocarbones (CO2 equivalent),All sectors and indirect CO2 (excluding memo items),145.83
2010,Iceland,Hydrofluorocarbones (CO2 equivalent),All sectors and indirect CO2 (excluding LULUCF and memo items),145.83
2010,Iceland,Hydrofluorocarbones (CO2 equivalent),"All sectors and indirect CO2 (excluding LULUCF and memo items, including international aviation)",145.83
2010,Iceland,Hydrofluorocarbones (CO2 equivalent),All sectors (excluding memo items),145.83
2010,Iceland,Hydrofluorocarbones (CO2 equivalent),All sectors (excluding LULUCF and memo items),145.83
2010,Iceland,Hydrofluorocarbones (CO2 equivalent),"All sectors (excluding LULUCF and memo items, including international aviation)",145.83
2010,Iceland,Hydrofluorocarbones (CO2 equivalent),Energy,:
2010,Iceland,Hydrofluorocarbones (CO2 equivalent),Industrial processes and product use,145.83
2010,Iceland,Hydrofluorocarbones (CO2 equivalent),Agriculture,:
2010,Iceland,Hydrofluorocarbones (CO2 equivalent),"Land use, land use change, and forestry (LULUCF)",:
2010,Iceland,Hydrofluorocarbones (CO2 equivalent),Waste management,:
2010,Iceland,Hydrofluorocarbones (CO2 equivalent),Other sectors,0
2010,Iceland,Perfluorocarbones (CO2 equivalent),All sectors and indirect CO2 (excluding memo items),171.67
2010,Iceland,Perfluorocarbones (CO2 equivalent),All sectors and indirect CO2 (excluding LULUCF and memo items),171.67
2010,Iceland,Perfluorocarbones (CO2 equivalent),"All sectors and indirect CO2 (excluding LULUCF and memo items, including international aviation)",171.67
2010,Iceland,Perfluorocarbones (CO2 equivalent),All sectors (excluding memo items),171.67
2010,Iceland,Perfluorocarbones (CO2 equivalent),All sectors (excluding LULUCF and memo items),171.67
2010,Iceland,Perfluorocarbones (CO2 equivalent),"All sectors (excluding LULUCF and memo items, including international aviation)",171.67
2010,Iceland,Perfluorocarbones (CO2 equivalent),Energy,:
2010,Iceland,Perfluorocarbones (CO2 equivalent),Industrial processes and product use,171.67
2010,Iceland,Perfluorocarbones (CO2 equivalent),Agriculture,:
2010,Iceland,Perfluorocarbones (CO2 equivalent),"Land use, land use change, and forestry (LULUCF)",:
2010,Iceland,Perfluorocarbones (CO2 equivalent),Waste management,:
2010,Iceland,Perfluorocarbones (CO2 equivalent),Other sectors,0
2010,Iceland,Hydrofluorocarbones and perfluorocarbones - not specified mix (CO2 equivalent),All sectors and indirect CO2 (excluding memo items),:
2010,Iceland,Hydrofluorocarbones and perfluorocarbones - not specified mix (CO2 equivalent),All sectors and indirect CO2 (excluding LULUCF and memo items),:
2010,Iceland,Hydrofluorocarbones and perfluorocarbones - not specified mix (CO2 equivalent),"All sectors and indirect CO2 (excluding LULUCF and memo items, including international aviation)",:
2010,Iceland,Hydrofluorocarbones and perfluorocarbones - not specified mix (CO2 equivalent),All sectors (excluding memo items),0
2010,Iceland,Hydrofluorocarbones and perfluorocarbones - not specified mix (CO2 equivalent),All sectors (excluding LULUCF and memo items),:
2010,Iceland,Hydrofluorocarbones and perfluorocarbones - not specified mix (CO2 equivalent),"All sectors (excluding LULUCF and memo items, including international aviation)",:
2010,Iceland,Hydrofluorocarbones and perfluorocarbones - not specified mix (CO2 equivalent),Energy,:
2010,Iceland,Hydrofluorocarbones and perfluorocarbones - not specified mix (CO2 equivalent),Industrial processes and product use,0
2010,Iceland,Hydrofluorocarbones and perfluorocarbones - not specified mix (CO2 equivalent),Agriculture,:
2010,Iceland,Hydrofluorocarbones and perfluorocarbones - not specified mix (CO2 equivalent),"Land use, land use change, and forestry (LULUCF)",:
2010,Iceland,Hydrofluorocarbones and perfluorocarbones - not specified mix (CO2 equivalent),Waste management,:
2010,Iceland,Hydrofluorocarbones and perfluorocarbones - not specified mix (CO2 equivalent),Other sectors,0
2010,Iceland,Sulphur hexafluoride (CO2 equivalent),All sectors and indirect CO2 (excluding memo items),4.66
2010,Iceland,Sulphur hexafluoride (CO2 equivalent),All sectors and indirect CO2 (excluding LULUCF and memo items),4.66
2010,Iceland,Sulphur hexafluoride (CO2 equivalent),"All sectors and indirect CO2 (excluding LULUCF and memo items, including international aviation)",4.66
2010,Iceland,Sulphur hexafluoride (CO2 equivalent),All sectors (excluding memo items),4.66
2010,Iceland,Sulphur hexafluoride (CO2 equivalent),All sectors (excluding LULUCF and memo items),4.66
2010,Iceland,Sulphur hexafluoride (CO2 equivalent),"All sectors (excluding LULUCF and memo items, including international aviation)",4.66
2010,Iceland,Sulphur hexafluoride (CO2 equivalent),Energy,:
2010,Iceland,Sulphur hexafluoride (CO2 equivalent),Industrial processes and product use,4.66
2010,Iceland,Sulphur hexafluoride (CO2 equivalent),Agriculture,:
2010,Iceland,Sulphur hexafluoride (CO2 equivalent),"Land use, land use change, and forestry (LULUCF)",:
2010,Iceland,Sulphur hexafluoride (CO2 equivalent),Waste management,:
2010,Iceland,Sulphur hexafluoride (CO2 equivalent),Other sectors,0
2010,Iceland,Nitrogen trifluoride (CO2 equivalent),All sectors and indirect CO2 (excluding memo items),:
2010,Iceland,Nitrogen trifluoride (CO2 equivalent),All sectors and indirect CO2 (excluding LULUCF and memo items),:
2010,Iceland,Nitrogen trifluoride (CO2 equivalent),"All sectors and indirect CO2 (excluding LULUCF and memo items, including international aviation)",:
2010,Iceland,Nitrogen trifluoride (CO2 equivalent),All sectors (excluding memo items),0
2010,Iceland,Nitrogen trifluoride (CO2 equivalent),All sectors (excluding LULUCF and memo items),:
2010,Iceland,Nitrogen trifluoride (CO2 equivalent),"All sectors (excluding LULUCF and memo items, including international aviation)",:
2010,Iceland,Nitrogen trifluoride (CO2 equivalent),Energy,:
2010,Iceland,Nitrogen trifluoride (CO2 equivalent),Industrial processes and product use,0
2010,Iceland,Nitrogen trifluoride (CO2 equivalent),Agriculture,:
2010,Iceland,Nitrogen trifluoride (CO2 equivalent),"Land use, land use change, and forestry (LULUCF)",:
2010,Iceland,Nitrogen trifluoride (CO2 equivalent),Waste management,:
2010,Iceland,Nitrogen trifluoride (CO2 equivalent),Other sectors,0
